fwd_horizon,train_spread_sharpe,sample_long_avg,sample_spread_avg,n_dates,w_5d,w_10d,w_15d,w_20d,w_30d,w_50d,w_100d,w_200d,w_365d
fwd_5d,-0.014638739638030529,0.002326269866898656,-0.0008289862889796495,4739,0.01659720840120352,0.0386806475761189,0.1475717095323934,0.08369545484494263,0.2722247187235419,0.15256099950137136,0.051234032229054746,0.09928726607776035,0.13814796311361305
fwd_20d,0.0058548226952552795,0.00871519185602665,0.0006284228875301778,4739,0.01659720840120352,0.0386806475761189,0.1475717095323934,0.08369545484494263,0.2722247187235419,0.15256099950137136,0.051234032229054746,0.09928726607776035,0.13814796311361305
fwd_60d,0.03779115155339241,0.02331528812646866,0.008093607611954212,4739,0.01659720840120352,0.0386806475761189,0.1475717095323934,0.08369545484494263,0.2722247187235419,0.15256099950137136,0.051234032229054746,0.09928726607776035,0.13814796311361305
fwd_120d,0.06937694549560547,0.04233352094888687,0.02006896585226059,4739,0.122173226872632,0.05598734016345613,0.16910484818323668,0.03030966356962113,0.24916881782249653,0.16635281857844186,0.08890456804618761,0.05654335305014802,0.06145536371378003
fwd_250d,0.05369427800178528,0.08486881107091904,0.025255629792809486,4739,0.122173226872632,0.05598734016345613,0.16910484818323668,0.03030966356962113,0.24916881782249653,0.16635281857844186,0.08890456804618761,0.05654335305014802,0.06145536371378003
