fold,oos_start,oos_end,label,fwd,long_sharpe,long_avg,spread_sharpe,spread_avg
1,2010-06-15,2011-06-14,opt_10,fwd_250d,0.5913634300231934,0.10814157873392105,1.9516538381576538,0.17529691755771637
1,2010-06-15,2011-06-14,live_4tf,fwd_5d,0.10187120735645294,0.0028775345999747515,-0.17435301840305328,-0.0033152264077216387
1,2010-06-15,2011-06-14,live_4tf,fwd_20d,0.4218297302722931,0.021247023716568947,-0.19360187649726868,-0.006767824292182922
1,2010-06-15,2011-06-14,live_4tf,fwd_60d,0.6110411286354065,0.06212915480136871,0.08305022120475769,0.004686906933784485
1,2010-06-15,2011-06-14,live_4tf,fwd_120d,0.473152756690979,0.0849795937538147,0.1585143804550171,0.015924733132123947
1,2010-06-15,2011-06-14,live_4tf,fwd_250d,0.4749893248081207,0.07150217145681381,0.4842180013656616,0.05540446937084198
1,2010-06-15,2011-06-14,equal_9tf,fwd_5d,0.1319408267736435,0.004138394724577665,-0.047519952058792114,-0.0009241279913112521
1,2010-06-15,2011-06-14,equal_9tf,fwd_20d,0.5118951201438904,0.026743145659565926,0.1804182380437851,0.006489377003163099
1,2010-06-15,2011-06-14,equal_9tf,fwd_60d,0.7167910933494568,0.07244656980037689,0.7297009825706482,0.03682895749807358
1,2010-06-15,2011-06-14,equal_9tf,fwd_120d,0.564745306968689,0.10268162190914154,0.9179925322532654,0.06677179783582687
1,2010-06-15,2011-06-14,equal_9tf,fwd_250d,0.642932116985321,0.10375120490789413,1.2675178050994873,0.12977121770381927
1,2010-06-15,2011-06-14,long_biased,fwd_5d,0.16318459808826447,0.005496169440448284,0.0511808916926384,0.0010829874081537127
1,2010-06-15,2011-06-14,long_biased,fwd_20d,0.583932101726532,0.031044937670230865,0.2958754599094391,0.011196755804121494
1,2010-06-15,2011-06-14,long_biased,fwd_60d,0.7979286909103394,0.08037944883108139,1.116990566253662,0.0535658523440361
1,2010-06-15,2011-06-14,long_biased,fwd_120d,0.6147986054420471,0.11805946379899979,1.321668267250061,0.09069076180458069
1,2010-06-15,2011-06-14,long_biased,fwd_250d,0.7015791535377502,0.11991675198078156,1.669765591621399,0.16639144718647003
2,2011-06-15,2012-06-14,opt_1,fwd_5d,0.003303486853837967,0.00012978652375750244,-0.14853620529174805,-0.006488580722361803
2,2011-06-15,2012-06-14,opt_1,fwd_20d,-0.05002199485898018,-0.003367399564012885,-0.2247752994298935,-0.01923678256571293
2,2011-06-15,2012-06-14,opt_1,fwd_60d,0.06286952644586563,0.005824428517371416,-0.27083030343055725,-0.0331447534263134
2,2011-06-15,2012-06-14,opt_1,fwd_120d,0.5815290212631226,0.04878755286335945,0.1655185967683792,0.02100537344813347
2,2011-06-15,2012-06-14,opt_1,fwd_250d,1.134678602218628,0.13524483144283295,0.5313766002655029,0.08093731105327606
2,2011-06-15,2012-06-14,opt_2,fwd_5d,-0.011266661807894707,-0.00042052112985402346,-0.12673485279083252,-0.005357531365007162
2,2011-06-15,2012-06-14,opt_2,fwd_20d,-0.05541161075234413,-0.0034851599484682083,-0.19763100147247314,-0.016074230894446373
2,2011-06-15,2012-06-14,opt_2,fwd_60d,0.05466880276799202,0.004721201490610838,-0.3122507631778717,-0.03615075349807739
2,2011-06-15,2012-06-14,opt_2,fwd_120d,0.6034919023513794,0.045152559876441956,0.03351021185517311,0.0044983988627791405
2,2011-06-15,2012-06-14,opt_2,fwd_250d,1.2528764009475708,0.13925103843212128,0.49016377329826355,0.07922320812940598
2,2011-06-15,2012-06-14,opt_3,fwd_5d,-0.03289193660020828,-0.0011836444027721882,-0.13444584608078003,-0.005658240057528019
2,2011-06-15,2012-06-14,opt_3,fwd_20d,-0.08003604412078857,-0.0049491748213768005,-0.1941395401954651,-0.015612510964274406
2,2011-06-15,2012-06-14,opt_3,fwd_60d,0.019340667873620987,0.0016082350630313158,-0.30958443880081177,-0.03671716898679733
2,2011-06-15,2012-06-14,opt_3,fwd_120d,0.5745717287063599,0.04133277013897896,-0.013751285150647163,-0.001963751157745719
2,2011-06-15,2012-06-14,opt_3,fwd_250d,1.2639645338058472,0.1390359252691269,0.44788482785224915,0.07715307921171188
2,2011-06-15,2012-06-14,opt_4,fwd_5d,0.01445922814309597,0.0005855297786183655,-0.13585160672664642,-0.005582391284406185
2,2011-06-15,2012-06-14,opt_4,fwd_20d,-0.035458922386169434,-0.002428184961900115,-0.2117481380701065,-0.01728782244026661
2,2011-06-15,2012-06-14,opt_4,fwd_60d,0.08835316449403763,0.008345173671841621,-0.2537042200565338,-0.029414666816592216
2,2011-06-15,2012-06-14,opt_4,fwd_120d,0.6088928580284119,0.0505862720310688,0.18986615538597107,0.023218641057610512
2,2011-06-15,2012-06-14,opt_4,fwd_250d,1.209144115447998,0.13789427280426025,0.5824828147888184,0.08745637536048889
2,2011-06-15,2012-06-14,opt_5,fwd_5d,0.014074526727199554,0.0005753631121478975,-0.1298247128725052,-0.0052052512764930725
2,2011-06-15,2012-06-14,opt_5,fwd_20d,-0.034225478768348694,-0.0023550610058009624,-0.20798592269420624,-0.01645050384104252
2,2011-06-15,2012-06-14,opt_5,fwd_60d,0.09464894980192184,0.008936576545238495,-0.24543209373950958,-0.027138307690620422
2,2011-06-15,2012-06-14,opt_5,fwd_120d,0.6261484026908875,0.051783617585897446,0.19980435073375702,0.02372707426548004
2,2011-06-15,2012-06-14,opt_5,fwd_250d,1.2829285860061646,0.1406131535768509,0.6321491003036499,0.09126200526952744
2,2011-06-15,2012-06-14,opt_6,fwd_5d,0.002716867718845606,0.00010425630171084777,-0.12336419522762299,-0.004922747611999512
2,2011-06-15,2012-06-14,opt_6,fwd_20d,-0.03385801613330841,-0.0021888785995543003,-0.1872958093881607,-0.014526613987982273
2,2011-06-15,2012-06-14,opt_6,fwd_60d,0.07324106246232986,0.006514106411486864,-0.3032371401786804,-0.033677879720926285
2,2011-06-15,2012-06-14,opt_6,fwd_120d,0.6143865585327148,0.04715573415160179,0.051626261323690414,0.0068511622957885265
2,2011-06-15,2012-06-14,opt_6,fwd_250d,1.2987520694732666,0.13997353613376617,0.5151296854019165,0.08368345350027084
2,2011-06-15,2012-06-14,opt_7,fwd_5d,-0.05557660013437271,-0.001965294824913144,-0.13676859438419342,-0.0058681718073785305
2,2011-06-15,2012-06-14,opt_7,fwd_20d,-0.11836875230073929,-0.00725642079487443,-0.19930489361286163,-0.016072764992713928
2,2011-06-15,2012-06-14,opt_7,fwd_60d,-0.020855683833360672,-0.0016751280054450035,-0.3128831684589386,-0.03757922723889351
2,2011-06-15,2012-06-14,opt_7,fwd_120d,0.5540251135826111,0.03824084997177124,-0.04107217863202095,-0.00618481170386076
2,2011-06-15,2012-06-14,opt_7,fwd_250d,1.3076642751693726,0.14006909728050232,0.41762304306030273,0.07698549330234528
2,2011-06-15,2012-06-14,opt_8,fwd_5d,-0.013096590526401997,-0.0004921227227896452,-0.1272324174642563,-0.005000714678317308
2,2011-06-15,2012-06-14,opt_8,fwd_20d,-0.061329662799835205,-0.003871332621201873,-0.20381979644298553,-0.015661759302020073
2,2011-06-15,2012-06-14,opt_8,fwd_60d,0.035420648753643036,0.003047587815672159,-0.3200911581516266,-0.03592480346560478
2,2011-06-15,2012-06-14,opt_8,fwd_120d,0.5817341804504395,0.04318657144904137,-0.0068398285657167435,-0.0009599542245268822
2,2011-06-15,2012-06-14,opt_8,fwd_250d,1.3129262924194336,0.14014069736003876,0.48179587721824646,0.08261459320783615
2,2011-06-15,2012-06-14,opt_9,fwd_5d,0.008363348431885242,0.0003419040294829756,-0.12985295057296753,-0.005068319849669933
2,2011-06-15,2012-06-14,opt_9,fwd_20d,-0.04626913368701935,-0.0032225539907813072,-0.2195960134267807,-0.016869617626070976
2,2011-06-15,2012-06-14,opt_9,fwd_60d,0.09001683443784714,0.00859843846410513,-0.24537122249603271,-0.026082612574100494
2,2011-06-15,2012-06-14,opt_9,fwd_120d,0.6174106597900391,0.05094486474990845,0.20003558695316315,0.02371855452656746
2,2011-06-15,2012-06-14,opt_9,fwd_250d,1.3294037580490112,0.14092613756656647,0.6442145109176636,0.09079520404338837
2,2011-06-15,2012-06-14,opt_10,fwd_5d,-0.023994531482458115,-0.0008876857464201748,-0.12772247195243835,-0.005007558036595583
2,2011-06-15,2012-06-14,opt_10,fwd_20d,-0.08697596192359924,-0.005440478213131428,-0.21000529825687408,-0.0161039549857378
2,2011-06-15,2012-06-14,opt_10,fwd_60d,-0.004609584342688322,-0.0003796707605943084,-0.3344346880912781,-0.03839781507849693
2,2011-06-15,2012-06-14,opt_10,fwd_120d,0.558991014957428,0.03987826779484749,-0.041824404150247574,-0.006087027955800295
2,2011-06-15,2012-06-14,opt_10,fwd_250d,1.3445355892181396,0.14011606574058533,0.4376913905143738,0.08025535941123962
2,2011-06-15,2012-06-14,live_4tf,fwd_5d,-0.13680122792720795,-0.0044397893361747265,-0.10764538496732712,-0.006850714795291424
2,2011-06-15,2012-06-14,live_4tf,fwd_20d,-0.23114527761936188,-0.015481471084058285,-0.17067447304725647,-0.01660505309700966
2,2011-06-15,2012-06-14,live_4tf,fwd_60d,-0.22891056537628174,-0.022976068779826164,-0.24268034100532532,-0.03410560265183449
2,2011-06-15,2012-06-14,live_4tf,fwd_120d,-0.06379076093435287,-0.0064643388614058495,-0.2664993107318878,-0.048932261765003204
2,2011-06-15,2012-06-14,live_4tf,fwd_250d,0.5971102118492126,0.09112852066755295,0.0060969009064137936,0.0016599398804828525
2,2011-06-15,2012-06-14,equal_9tf,fwd_5d,-0.12294638156890869,-0.003750248346477747,-0.12008726596832275,-0.0057937647216022015
2,2011-06-15,2012-06-14,equal_9tf,fwd_20d,-0.17600339651107788,-0.009761692024767399,-0.14591574668884277,-0.012241486459970474
2,2011-06-15,2012-06-14,equal_9tf,fwd_60d,-0.09184892475605011,-0.007167532574385405,-0.16722887754440308,-0.019079824909567833
2,2011-06-15,2012-06-14,equal_9tf,fwd_120d,0.33808431029319763,0.024282339960336685,-0.14110076427459717,-0.022484613582491875
2,2011-06-15,2012-06-14,equal_9tf,fwd_250d,1.1347240209579468,0.12902545928955078,0.2770126163959503,0.06024947017431259
2,2011-06-15,2012-06-14,long_biased,fwd_5d,-0.017889846116304398,-0.0005920470575802028,-0.10677177459001541,-0.0041086249984800816
2,2011-06-15,2012-06-14,long_biased,fwd_20d,-0.1036793515086174,-0.006073038559406996,-0.12699751555919647,-0.008972018957138062
2,2011-06-15,2012-06-14,long_biased,fwd_60d,-0.037786513566970825,-0.0030528141651302576,-0.1516113579273224,-0.014769969508051872
2,2011-06-15,2012-06-14,long_biased,fwd_120d,0.4796508848667145,0.032533369958400726,-0.112429678440094,-0.01653159037232399
2,2011-06-15,2012-06-14,long_biased,fwd_250d,1.3188828229904175,0.1351190209388733,0.3914552927017212,0.07255250960588455
3,2012-06-15,2013-06-14,opt_1,fwd_5d,0.2799457311630249,0.007743919268250465,0.17646998167037964,0.005283068865537643
3,2012-06-15,2013-06-14,opt_1,fwd_20d,0.690750241279602,0.03148217871785164,0.4186892509460449,0.023442765697836876
3,2012-06-15,2013-06-14,opt_1,fwd_60d,1.5993701219558716,0.09350396692752838,0.7118019461631775,0.062486667186021805
3,2012-06-15,2013-06-14,opt_1,fwd_120d,3.8862967491149902,0.20165576040744781,1.3263453245162964,0.16252966225147247
3,2012-06-15,2013-06-14,opt_1,fwd_250d,5.657832145690918,0.402140736579895,1.4651315212249756,0.3247601389884949
3,2012-06-15,2013-06-14,opt_2,fwd_5d,0.27971455454826355,0.007422580849379301,0.16051746904850006,0.0049008214846253395
3,2012-06-15,2013-06-14,opt_2,fwd_20d,0.6984077095985413,0.0312744565308094,0.3966032862663269,0.024669287726283073
3,2012-06-15,2013-06-14,opt_2,fwd_60d,1.5513973236083984,0.0921105295419693,0.6359537243843079,0.06489130109548569
3,2012-06-15,2013-06-14,opt_2,fwd_120d,3.2633163928985596,0.19852405786514282,1.1183146238327026,0.15791866183280945
3,2012-06-15,2013-06-14,opt_2,fwd_250d,5.190281867980957,0.3924887180328369,1.4130502939224243,0.31922647356987
3,2012-06-15,2013-06-14,opt_3,fwd_5d,0.2778768837451935,0.007269797381013632,0.14986935257911682,0.004772324115037918
3,2012-06-15,2013-06-14,opt_3,fwd_20d,0.709079921245575,0.03170527517795563,0.37260350584983826,0.02486397884786129
3,2012-06-15,2013-06-14,opt_3,fwd_60d,1.5735368728637695,0.094894640147686,0.6113414168357849,0.06810419261455536
3,2012-06-15,2013-06-14,opt_3,fwd_120d,3.0780746936798096,0.2022697776556015,0.9789652824401855,0.15512560307979584
3,2012-06-15,2013-06-14,opt_3,fwd_250d,5.042245388031006,0.3976118862628937,1.2607064247131348,0.3123723864555359
3,2012-06-15,2013-06-14,opt_4,fwd_5d,0.2613724172115326,0.0070555792190134525,0.16255222260951996,0.0049374159425497055
3,2012-06-15,2013-06-14,opt_4,fwd_20d,0.6227048635482788,0.02972739189863205,0.39936837553977966,0.023232489824295044
3,2012-06-15,2013-06-14,opt_4,fwd_60d,1.4154490232467651,0.08829258382320404,0.6864246129989624,0.06314247101545334
3,2012-06-15,2013-06-14,opt_4,fwd_120d,3.088700532913208,0.19320020079612732,1.2013946771621704,0.15997961163520813
3,2012-06-15,2013-06-14,opt_4,fwd_250d,4.84893798828125,0.3880120813846588,1.463545560836792,0.3210757076740265
3,2012-06-15,2013-06-14,opt_5,fwd_5d,0.25609511137008667,0.006878670305013657,0.17121759057044983,0.005195197649300098
3,2012-06-15,2013-06-14,opt_5,fwd_20d,0.6222372055053711,0.029483597725629807,0.41016024351119995,0.02436671033501625
3,2012-06-15,2013-06-14,opt_5,fwd_60d,1.426007866859436,0.08731400966644287,0.6854930520057678,0.0663396418094635
3,2012-06-15,2013-06-14,opt_5,fwd_120d,2.917154550552368,0.1898108273744583,1.1273444890975952,0.15962526202201843
3,2012-06-15,2013-06-14,opt_5,fwd_250d,4.850674152374268,0.3905322253704071,1.4773646593093872,0.33226659893989563
3,2012-06-15,2013-06-14,opt_6,fwd_5d,0.27409452199935913,0.0072021400555968285,0.1670788675546646,0.005287833046168089
3,2012-06-15,2013-06-14,opt_6,fwd_20d,0.6603931784629822,0.030413074418902397,0.41461730003356934,0.02646707557141781
3,2012-06-15,2013-06-14,opt_6,fwd_60d,1.4350067377090454,0.09008961915969849,0.6573984026908875,0.06995801627635956
3,2012-06-15,2013-06-14,opt_6,fwd_120d,2.8715102672576904,0.19526568055152893,1.053377389907837,0.1619574874639511
3,2012-06-15,2013-06-14,opt_6,fwd_250d,4.54490327835083,0.3885553777217865,1.3750910758972168,0.3256819248199463
3,2012-06-15,2013-06-14,opt_7,fwd_5d,0.27293556928634644,0.007128353230655193,0.1644466370344162,0.005370950326323509
3,2012-06-15,2013-06-14,opt_7,fwd_20d,0.6947579383850098,0.03148898482322693,0.37124577164649963,0.025682784616947174
3,2012-06-15,2013-06-14,opt_7,fwd_60d,1.558760166168213,0.09518375247716904,0.5946291089057922,0.06925269961357117
3,2012-06-15,2013-06-14,opt_7,fwd_120d,2.9363605976104736,0.20316286385059357,0.9086468815803528,0.15319280326366425
3,2012-06-15,2013-06-14,opt_7,fwd_250d,4.684913158416748,0.3981444835662842,1.1788815259933472,0.30779027938842773
3,2012-06-15,2013-06-14,opt_8,fwd_5d,0.27099213004112244,0.00705598434433341,0.16190984845161438,0.005351521074771881
3,2012-06-15,2013-06-14,opt_8,fwd_20d,0.6673182845115662,0.031087633222341537,0.39325669407844543,0.027128759771585464
3,2012-06-15,2013-06-14,opt_8,fwd_60d,1.4394246339797974,0.09287448227405548,0.6237932443618774,0.0729803666472435
3,2012-06-15,2013-06-14,opt_8,fwd_120d,2.688518524169922,0.1997220814228058,0.9530103206634521,0.1621525138616562
3,2012-06-15,2013-06-14,opt_8,fwd_250d,4.263915538787842,0.394094854593277,1.2448700666427612,0.3230440318584442
3,2012-06-15,2013-06-14,opt_9,fwd_5d,0.24718211591243744,0.006600267719477415,0.17002908885478973,0.005157266277819872
3,2012-06-15,2013-06-14,opt_9,fwd_20d,0.6116371154785156,0.02887825481593609,0.4186129868030548,0.025047453120350838
3,2012-06-15,2013-06-14,opt_9,fwd_60d,1.4237548112869263,0.08562680333852768,0.6742722988128662,0.06721005588769913
3,2012-06-15,2013-06-14,opt_9,fwd_120d,2.8120594024658203,0.18756301701068878,1.0927832126617432,0.15996050834655762
3,2012-06-15,2013-06-14,opt_9,fwd_250d,4.802629470825195,0.3916231393814087,1.4753838777542114,0.33794987201690674
3,2012-06-15,2013-06-14,opt_10,fwd_5d,0.27161169052124023,0.007029867265373468,0.16582883894443512,0.0055998642928898335
3,2012-06-15,2013-06-14,opt_10,fwd_20d,0.6697016358375549,0.031247345730662346,0.38617193698883057,0.027418013662099838
3,2012-06-15,2013-06-14,opt_10,fwd_60d,1.4596692323684692,0.09426137059926987,0.6142109632492065,0.07472967356443405
3,2012-06-15,2013-06-14,opt_10,fwd_120d,2.631950855255127,0.20145216584205627,0.8851720094680786,0.15982940793037415
3,2012-06-15,2013-06-14,opt_10,fwd_250d,4.176311492919922,0.3973638713359833,1.1626615524291992,0.3185296952724457
3,2012-06-15,2013-06-14,live_4tf,fwd_5d,0.2517351508140564,0.005388053134083748,0.009355348534882069,0.00023729086387902498
3,2012-06-15,2013-06-14,live_4tf,fwd_20d,0.5688881278038025,0.02157212793827057,0.19374406337738037,0.009649349376559258
3,2012-06-15,2013-06-14,live_4tf,fwd_60d,1.3070069551467896,0.0750584751367569,0.39401975274086,0.041938479989767075
3,2012-06-15,2013-06-14,live_4tf,fwd_120d,2.2742702960968018,0.16730430722236633,0.5671125650405884,0.09173937886953354
3,2012-06-15,2013-06-14,live_4tf,fwd_250d,2.750739574432373,0.3465045690536499,0.5923624038696289,0.17000332474708557
3,2012-06-15,2013-06-14,equal_9tf,fwd_5d,0.2463204562664032,0.005451438017189503,0.07377331703901291,0.002188693033531308
3,2012-06-15,2013-06-14,equal_9tf,fwd_20d,0.5512731671333313,0.022026879712939262,0.29142141342163086,0.016605371609330177
3,2012-06-15,2013-06-14,equal_9tf,fwd_60d,1.518447995185852,0.08109723031520844,0.5469616651535034,0.06470946967601776
3,2012-06-15,2013-06-14,equal_9tf,fwd_120d,2.762887477874756,0.1786862164735794,0.8213040828704834,0.13795383274555206
3,2012-06-15,2013-06-14,equal_9tf,fwd_250d,4.025506496429443,0.3677770793437958,0.8897840976715088,0.2573989927768707
3,2012-06-15,2013-06-14,long_biased,fwd_5d,0.25783342123031616,0.006328145042061806,0.187830850481987,0.006693693343549967
3,2012-06-15,2013-06-14,long_biased,fwd_20d,0.6371473670005798,0.02748582512140274,0.4292649030685425,0.030049029737710953
3,2012-06-15,2013-06-14,long_biased,fwd_60d,1.534714937210083,0.08985606580972672,0.6670352816581726,0.09095890820026398
3,2012-06-15,2013-06-14,long_biased,fwd_120d,2.455864667892456,0.19161254167556763,0.9522398114204407,0.19120752811431885
3,2012-06-15,2013-06-14,long_biased,fwd_250d,3.8171310424804688,0.403207004070282,1.0792030096054077,0.35545164346694946
4,2013-06-15,2014-06-14,opt_1,fwd_5d,0.1887170672416687,0.006273830309510231,0.12880395352840424,0.005579723045229912
4,2013-06-15,2014-06-14,opt_1,fwd_20d,0.36808568239212036,0.024289410561323166,0.21118119359016418,0.01850060187280178
4,2013-06-15,2014-06-14,opt_1,fwd_60d,0.8473424315452576,0.07910248637199402,0.6892916560173035,0.08712723106145859
4,2013-06-15,2014-06-14,opt_1,fwd_120d,0.7862140536308289,0.11467814445495605,0.8831106424331665,0.1598091870546341
4,2013-06-15,2014-06-14,opt_1,fwd_250d,1.5161476135253906,0.21026799082756042,2.2537074089050293,0.3136250674724579
4,2013-06-15,2014-06-14,opt_2,fwd_5d,0.2077101767063141,0.006653544493019581,0.11551699042320251,0.004782445728778839
4,2013-06-15,2014-06-14,opt_2,fwd_20d,0.4008513391017914,0.024863198399543762,0.2014395147562027,0.01663716696202755
4,2013-06-15,2014-06-14,opt_2,fwd_60d,0.8849881887435913,0.07849113643169403,0.7024125456809998,0.0843045711517334
4,2013-06-15,2014-06-14,opt_2,fwd_120d,0.7539211511611938,0.11187531054019928,0.8273192644119263,0.15005427598953247
4,2013-06-15,2014-06-14,opt_2,fwd_250d,1.3476002216339111,0.19668671488761902,1.900502324104309,0.2882283329963684
4,2013-06-15,2014-06-14,opt_3,fwd_5d,0.21171720325946808,0.006615375634282827,0.09311146289110184,0.003733976511284709
4,2013-06-15,2014-06-14,opt_3,fwd_20d,0.4133526086807251,0.024958427995443344,0.17587094008922577,0.014105674810707569
4,2013-06-15,2014-06-14,opt_3,fwd_60d,0.9154354333877563,0.07933700829744339,0.7037018537521362,0.08217056095600128
4,2013-06-15,2014-06-14,opt_3,fwd_120d,0.7601948380470276,0.11161156743764877,0.8114052414894104,0.1453380435705185
4,2013-06-15,2014-06-14,opt_3,fwd_250d,1.3327189683914185,0.1945088505744934,1.7817124128341675,0.27506864070892334
4,2013-06-15,2014-06-14,opt_4,fwd_5d,0.19749005138874054,0.0066451686434447765,0.14971354603767395,0.00661219097673893
4,2013-06-15,2014-06-14,opt_4,fwd_20d,0.37386569380760193,0.02478157915174961,0.2358074188232422,0.020697323605418205
4,2013-06-15,2014-06-14,opt_4,fwd_60d,0.8595946431159973,0.07997917383909225,0.7346469759941101,0.09040822833776474
