fwd_horizon,train_spread_sharpe,sample_long_avg,sample_spread_avg,n_dates,w_5d,w_10d,w_15d,w_20d,w_30d,w_50d,w_100d,w_200d,w_365d
fwd_5d,0.03309835121035576,0.04224527254700661,0.03219202905893326,3656,0.11100259813979174,0.1119792148548056,0.11100259815752678,0.11100259812948746,0.1110025981339527,0.11100259812948746,0.11100259812948746,0.11100259816175678,0.11100259816370399
fwd_20d,0.04509536549448967,0.0806191936135292,0.06395084410905838,3656,0.17733287556874125,0.17231584183581014,0.1758984328374318,0.02063744631195776,0.006375566837217195,0.10714730246385304,0.10399779118132245,0.23044605413555444,0.005848688828111912
fwd_60d,0.06136506050825119,0.12587182223796844,0.10004573315382004,3656,0.17110849095761996,0.011516052988806157,0.1780509850180858,0.28306506180133584,0.06325574840063769,0.20135930454414389,0.02514130879132167,0.014972515053391932,0.051530532444657176
fwd_120d,0.07305628061294556,0.1486964374780655,0.11708276718854904,3656,0.17733287556874125,0.17231584183581014,0.1758984328374318,0.02063744631195776,0.006375566837217195,0.10714730246385304,0.10399779118132245,0.23044605413555444,0.005848688828111912
fwd_250d,0.07477150112390518,0.20100052654743195,0.1139184832572937,3656,0.17733287556874125,0.17231584183581014,0.1758984328374318,0.02063744631195776,0.006375566837217195,0.10714730246385304,0.10399779118132245,0.23044605413555444,0.005848688828111912
