timeframe,weight_avg,weight_median,weight_std
5d,0.06978683526660125,0.05811955123814244,0.05238413612908711
10d,0.10492396787209121,0.07471619921117365,0.10923743127773888
15d,0.12332415734626373,0.09760066217687627,0.10319893342356203
20d,0.10126188712633119,0.06772213150389246,0.11704596810515976
30d,0.10006112246939439,0.08190771533299335,0.11176460611963776
50d,0.06940577766985978,0.0510343372297019,0.07239750047854909
100d,0.09833907390709132,0.06825306850809579,0.08754820581473725
200d,0.10915996717891617,0.07102860567106342,0.10378922361885173
365d,0.22373721116345102,0.21712907589175448,0.16521546169942025
